"inputTweet","score","sentiment"
"The Chess Men https://t.co/Ydc6O7YK0Z #petermay #hebrides #crime #murder #bestseller",0,"neutral"
"What if a young firefighter lost in the Thirtymile Fire could ""speak"" to your teenagers about life? Amazon. https://t.co/Rn6waMTLSY",-1,"negative"
"Meet author Paul Cude @paul_cude 'Bentwistle The Dragon...' https://t.co/W3PKNM7lPE … #ASMSG #IARTG #ian1 https://t.co/DmIfNjxIMX",0,"neutral"
"Great Glen Canoe Trail https://t.co/iGhA0pY6Bh #greatglen #canoeing #scotland #watersports",1,"positive"
"#dystopian #sciencefiction Trouble rides in on a meteor. G-3 by @RigelCarson https://t.co/T2brM750x8 #KU… https://t.co/tZAVYumW9u",-1,"negative"
"Don't mess with the cartels! 
#Amazon #rt #Kindle 
#deals #action #RRBC #IARTG #bookboost
JET ABDUCTED… https://t.co/YXFz6Uaqvr",-1,"negative"
"Amazon&amp;apos;s Whole Foods Market reveals deep price cuts https://t.co/YcjCEt6cmO https://t.co/o3RERragTq",0,"neutral"
"Want to learn more about the paranormal?
New Book
Now on Amazon
https://t.co/e1neM7ZTyG https://t.co/mLzA2K85qE",0,"neutral"
"Top-secret, new identity. Seductive. Mysterious
#sexy #Amazon #RRBC #IARTG #RT #Kindle
VANISHED in the SUN … https://t.co/J9p2RY1KSo",0,"neutral"
"FREE Aug. 30/31""exciting Journalistic style; read it in one sitting!"" #suspense #novel #IARTG #bookboost #Kindle… https://t.co/NuF5ur8y66",2,"positive"
"The Ceo's Manual On Cyber Security here  https://t.co/0VFQCxblR2 #wordpress @wordpressbot_",0,"neutral"
"How long until we wait for @amazon to buy our health care system to lower costs there as well?",0,"neutral"
"#2: Skip Hop Zoo Toddler Kids Insulated Backpack Cody Chamelon Boy, 12-inches, Green - https://t.co/IKO94qAYp8 https://t.co/PlknQw0BU1",0,"neutral"
"Amazon cuts WholeFoods prices by up to 43% on first day. With avocados being 4$ cheaper, I have never wanted more to live in the US.",1,"positive"
"s. Discover ""When Our Worlds Collide"" by Lindsey Iler via BookTweeter https://t.co/ndRumEKFB8 #bktwtr https://t.co/F3b5k41W94",0,"neutral"
"h. Discover ""Persuaded By A Tycoon"" by Theresa Hodge via BookTweeter https://t.co/vMNJA88ehB #bktwtr https://t.co/o4ZJX1Mxzp",0,"neutral"
"""Madison was a kickass detective who was fearless, strong-willed and tenacious."" https://t.co/jzbKsdRCuI via @nadz1809",3,"positive"
"🇳🇱 Why carry around heavy museumguides? https://t.co/z6oIAYuBfz #vangogh #amsterdam #guide #traveltip https://t.co/lL9ub5l481",0,"neutral"
"Re-energize with #hemisync Nap https://t.co/fq3T1Z1ELn",1,"positive"
"Fetish Thigh Restraint Easy Access Thigh Sling #Bondage for Women #Couple https://t.co/nyfvOnGEEc #sexcouple #sex https://t.co/XCneehGqJh",1,"positive"
"Need a high-performing Amazon Product Ad Campaign for your eCommerce store? Talk to us https://t.co/kk8d3wSHku",0,"neutral"
"Whole Foods Cuts Prices, Starts Selling Amazon's Echo Speaker https://t.co/67ATrc7rMg",0,"neutral"
"@kevinverhoff and lower cost of logistics, particularly at small scale. some amazon vendors see this. But in farm w… https://t.co/Iq5XSKRIDO",0,"neutral"
"#GiveAdviceToGenZ learn another language https://t.co/kivDNBPn8R     #dogs #pets #cats  https://t.co/kI7dkCpj6u #barking #meow",0,"neutral"
"Won't recommend @AorusOfficial or @Amazon. Aorus had over 1 year to fix issues still didn't resolve. Amazon mostly promote fraud and scam",-1,"negative"
"See the highly-rated eBook ""Waiting on God"" by Andrew Murray https://t.co/QLPdcjWGKQ #kindle https://t.co/XBtyNv6gFs",-1,"negative"
"@ArmysAhjummas I also tweet'd to Bighit that Amazon in North America is not the ONLY Amazon. hahahaha. Bring it on, Amazon!",0,"neutral"
"VMware Cloud Now Available on Amazon Web Services https://t.co/NScsAuWFWm",0,"neutral"
"@hoe4exo Level of stupidity is unreachable. Apparently, Amazon is more accessible than Youtube for the ""world"" to know Kpop.",-1,"negative"
"#GIFTSforWRITERS Cute ""Vintage"" looking leather bound journal that will fit into handbag or pocket  https://t.co/TjjZOep6V2",1,"positive"
"#DYK The Great Barrier Reef is the planet's largest living structure. (MOW Amazon #Map Store:… https://t.co/aC8Xi2YE9j",1,"positive"
"@facialmerkin Some how Trump doesn't complain about this guy not paying taxes but complains about Amazon not paying taxes...which they do...",-1,"negative"
"The Best Music The Best Variety Darling Nikki by @prince https://t.co/Ykcg1tHjxH
 - Buy it https://t.co/f7rEUMNzVL https://t.co/xo6rX8zLsy",4,"positive"
"#NowPlaying : Money longer by @LUVTheAlbum #listen at https://t.co/QHXwPRHvmP
 - Buy it https://t.co/coiqzNZKkO https://t.co/Om1udx1WXk",0,"neutral"
"Now playing: Count To Six by The Answer #listen at https://t.co/SflxfYgCjk
 - Buy it https://t.co/IkYVLD1wlw https://t.co/8IZe55ebAO",0,"neutral"
"Gritty to the bone - #Crime #Mystery #Suspense #Thriller JUGGLING KITTENS by @coleman_matt - eBook &amp; Print now https://t.co/Yk2tmHWtPM",-1,"negative"
"#10: Tile Sport - Key Finder. Phone Finder. Anything Finder (Graphite) - 1-pack https://t.co/o1e6pq96Bn #gps #navigation",0,"neutral"
"'Blood sprays the side of my face and the scream he produces will be giving me tinnitus for the rest of the day.'… https://t.co/20J1n0Lqs2",-1,"negative"
"Why do men get spooked and run? Why do they hide their emotions?#advice #HowTo #nonfiction  @YouHoldTheCards… https://t.co/nixpmM87If",0,"neutral"
"Try Amazon Prime - 30-Day Free Trial! https://t.co/SnihcuYTQx",1,"positive"
"Now Playing: Just Breathe by Fayth Hope Listen Now on https://t.co/i7zB2gYBNV
 - Buy it https://t.co/HIwauel85O https://t.co/Q4djNNCoIE",0,"neutral"
"#np on kr8radio TOP 10 naija gospel songs || kr8radio by kr8 radio 
 - Buy it https://t.co/tnjV9ycB0V https://t.co/FRCj4R5MRj",1,"positive"
"'NowPlaying' Lovergirl by Teena Marie #listen at https://t.co/Y9tPvAgwlk
 - Buy it https://t.co/Lpr53MhNTg https://t.co/8jUFicMvU7",0,"neutral"
"Scream Queens, Sexy Vampires and Zombies Cosplay 24-Trading Cards – Available Now: https://t.co/4cD3Oe3GPJ  #Horror #CosplayGirls",1,"positive"
"Just saw this on Amazon: Kidde Battery-Operated(Not Hardwired) Combi... by Kidde for $25.05 https://t.co/67g1HvM1Rh vía @bsrdeamazon",0,"neutral"
"Carnaval @Notthinhill Amazon... https://t.co/KslRG2tSZn",0,"neutral"
"PM goes AWOL, Cabinet incommunicado-President wants UK back in line https://t.co/HZeq796o8Y #brexit #eu #euref #eureferendum #leave #remain",0,"neutral"
"Now Playing on KCEG_ Metaphorical Back Stabbings by Danny Froglegs Listen at https://t.co/OfF3QMRX0t
 - Buy it https://t.co/M6IdWcq9ls",0,"neutral"
"Grace’s Courage
Can she protect her sisters?
Kobo UK https://t.co/uEAz2HFeF0
Apple iBook https://t.co/l4FEiROvJf… https://t.co/Ph0oxQNY1j",2,"positive"
"Imagine your life without fear, what could you accomplish? #motivation
https://t.co/MYRMSRAxen https://t.co/wxWG9GNLsq",0,"neutral"
"He produced two sets of papers, including passports. ""Welcome to the KGB, Atcho. You are now Colonel Nikolina.""… https://t.co/HbijPvkM6i",1,"positive"
"Ask HN: How does Facebook know what I buy on Amazon or vice versa? https://t.co/55BxXjZ3Q9",-1,"negative"
"Renacer by Tuccillo now playing at https://t.co/4ln7dHrYZV | #listen #tunein #radio
 - Buy it… https://t.co/Qt66ItBdOc",0,"neutral"
"#NP Our Song by Nomenios Listen to https://t.co/JsdXjQp0lc
 - Buy it https://t.co/7cbJ4dlTb4 https://t.co/X2MBBQ5eV6",0,"neutral"
"Gung Ho! Turn On the People in Any Organization see more for Ultra Competitive world https://t.co/oEUfyDt7AH #books https://t.co/ARg0Dgg3gJ",1,"positive"
"Imagine Your Life with No Fear! What could you accomplish?
https://t.co/MYRMSRAxen https://t.co/voi6KSfSw0",0,"neutral"
"#NowPlaying: Love Me Like You Do by Ellie Goulding Listen at https://t.co/OmjZiGmMUH
 - Buy it… https://t.co/Ul6svoLcSv",2,"positive"
"#Tune in NOW Long Day by @teamhybeam on https://t.co/sMRGbqpU28
 - Buy it https://t.co/YAyC89Pdz8",0,"neutral"
"Amazon is secretly SkyNet.... I'm almost positive. https://t.co/Pcoj3L0ZYN",1,"positive"
"@BTSWings91 BTS is getting bigger and bigger in the US &amp; bighit knows exactly what they have to do. The amazon sell… https://t.co/FfyT9Oyh7L",0,"neutral"
"Meet Amazon's Wonder Woman – Athena – TriNimbus https://t.co/6AKvvyoUiL",1,"positive"
"Amazon Gift Card Deals: Up to $10 Credit w/ $100 Gift Card Reload STILL LIVE! https://t.co/EKMRy6hTE9",0,"neutral"
"I'm at Amazon SJO1 in Lagunilla, Heredia https://t.co/Dx1p8cL3VT",0,"neutral"
"Alice is Playing: Money For Nothing by @DireStraits77 https://t.co/tHa9vbpGQ8
 - Buy it https://t.co/erGZRnXIK5 https://t.co/v9Tq84VSMt",0,"neutral"
"At end of article, the author lists his book with link to Amazon. So, article is just a plug for his book. Slick. https://t.co/CQq0nMWYNy",1,"positive"
"""Getting the right tools for the job is halfway to success.""

Serverless Integration with #AWS #Lambda and Amazon S… https://t.co/FIQIzMy9N0",2,"positive"
"@spikeyspud @AmazonUK @AmazonHelp Not amazing from Amazon",1,"positive"
"i stole my brothers wallet (w/ consent) so of course im looking at them on amazon so I can have a custom one and give his back.",-1,"negative"
"Demon of Destruction, 'Fantastica'  #Book 3 by #AwardWinning M. R. Mathias is available for #PreOrder. https://t.co/w7ZVbbZGUn #RT",-1,"negative"
"Happiest of Book birthdays to queen and conqueror @lbardugo who releases WONDER WOMAN: WARBRINGER today. You are an Amazon. 🌟",1,"positive"
"Twiddle Pup Activity/Comfort Aid https://t.co/hWu5mGsuTg https://t.co/CtjAxLJLir",1,"positive"
"An intriguing story which is never predictable
#mustread #ebook #YA #NewRelease
https://t.co/Lkn5UQRSR2  #YAbooks https://t.co/6h1cE82plj",1,"positive"
"Best sellers on amazon robotic Cop Rose X5 Window Cleaning ... - https://t.co/8n3cOIO8Rd #TrendingViralHub #Trending #Viral #popular #hot",1,"positive"
"Bullies can't win. https://t.co/Dx4aKWUmFR https://t.co/mQCcE6YF8F",0,"neutral"
"Win a $250 Amazon Gift Card!

#contest #sweepstakes #giveaway

Enter here &gt;&gt; https://t.co/bqLjZ5ZdC1 https://t.co/nNiT2ysnxp",1,"positive"
"Pokemon Ultra Sun Steelbook Edition - £31 with Prime using code 'VG5OFF35' (£33 without prime)… https://t.co/2niO2mrt4f",0,"neutral"
"u. Discover ""Talon: Come Fly With Me"" by Gigi Sedlmayer via BookTweeter https://t.co/EdircNrbIo #bktwtr https://t.co/wRWQwXH4Xz",0,"neutral"
"See why customers are raving about this 6-Port USB #Charger Up to SIX devices at a time!! https://t.co/Ore7CHanC8",-1,"negative"
"Amazon Top Up Allows UK Underbanked Users To Pay With Cash https://t.co/demY7w0E16",1,"positive"
"@amazon sets up Youtube Influencer programme, nice. https://t.co/lHkZmEAH5H",1,"positive"
"Now Playing: Bank Account by @21Savage https://t.co/ZXdsvFH7bT #music #internet #radio
 - Buy it https://t.co/HwbK0sKOQt",0,"neutral"
"Your Personal Action Plan and one-year journey toward living a life you love: https://t.co/WkAiySc1AN",1,"positive"
"#6: Play-Doh Town 3-in-1 Town Center: Play-Doh Town 3-in-1 Town Center by Play-Doh (88) Buy new… https://t.co/C31PY5x8u6 #Preschool #Toys",0,"neutral"
"On a #murder/#mystery excursion
the wrong person dies
How did that happen?
in the UK the answer is here… https://t.co/zWA4Ot5HFz",-1,"negative"
"#summer reads Your Summer Read. The Pitcher on Summer Special .99 Kindle Download https://t.co/JyjRST4aGu",0,"neutral"
"Old Priests and Secrets
Murder and Forgiveness
#thrillers #deal #kindle #RRBC #IARTG
VANISHED in the SUN … https://t.co/z52LwsSyAj",0,"neutral"
"pussy asian video naked amazon women https://t.co/vL0TEMpLYi",0,"neutral"
"Almost September- that means it's time to get your new Outdoor Halloween decorations from Amazon! Best -on the blog… https://t.co/G4zXpStmVA",1,"positive"
"This ""lighthearted"" #fivestarfreebie is a must-have! Get The Keys to My Diary ~ Fern by @AnnOmasta! #read #books… https://t.co/tjktVdKxck",0,"neutral"
"Quilted Northern Ultra Plush Toilet Paper, 24 Supreme (92+ Regular) Bath Tissue Rolls https://t.co/CQ2r2saIKT",2,"positive"
"DON'T try these at home.
in the UK read about them here 
https://t.co/fjYlZEP5YT
#sports #fiction #books… https://t.co/BK1efjAdrm",0,"neutral"
"Do you ever get the feeling Amazon know you a little too well? @IPatrick_Author @crimethrillgirl @LouiseWriter https://t.co/SRQWNx6gYP",1,"positive"
"Don't just wing it. Have a plan to complete the #7DaysofSexChallenge. Life might get in the way without preparation. https://t.co/nxifFdzZVQ",0,"neutral"
"Whole Foods Drops Prices – Starts Selling Amazon’s Echo https://t.co/q0qSF9ggBQ https://t.co/T37AQev58B",0,"neutral"
"#BuyNow Badass Tuning Set typ3.4 Bosch, Black, One Size, 114. https://t.co/8DVKlaxyiq #ecobike #EBike https://t.co/n4BiERHJgA",0,"neutral"
"“Gaining understanding is not always the same as predicting.” #startup #founder #ceo #ceolife #entrepreneur… https://t.co/YVNLFMFiYQ",1,"positive"
"at Grand Turk airport the main activity at arrivals
was hedge cutting
UK readers read here: https://t.co/iW6BR0YyNa… https://t.co/HpfnwMY7Hr",0,"neutral"
"Introduction to Reasoning
https://t.co/pEgc7STF8y https://t.co/C9PQxFWiu2",0,"neutral"
"A short collection of historical stories for lovers of saucy heroines and stern heroes!⁰ Beloved Brats… https://t.co/886hdk2Oo6",0,"neutral"
"The Light in The Lake (Prepper Trilogy. Book 3) by Ron Foster https://t.co/B0xkoenSsp via @amazon #prepper #classic #apocalyptic #Scifi",0,"neutral"
"NOW ON #AUDIO #BESTSELLING Amelia's Series! Over 1000 reviews. #Memoirs #TrueStory https://t.co/kjxnmMvBhz … https://t.co/jy4bCdX7W5",0,"neutral"
"3 continents in
1 hour 
0 planes could
take you here https://t.co/YA2vcLgiHW
this fast
#baltics #southafrica… https://t.co/7uFZ4jX8lz",0,"neutral"
"Take your #author business to the next level! ""Business for Authors: How To Be An Author Entrepreneur"" -- https://t.co/l6OFPZ7CvI",0,"neutral"
"#NowPlaying Rocco Ventrella - Rocco Ventrella  Snap Your Fingers :: Tune In : https://t.co/pgEXTV3oio
 - Buy It… https://t.co/UChOgr83WC",0,"neutral"
"► ► 😊 I Just Entered @JewelrySecrets #Contest for a $50 Amazon Gift Card! ⌚️ 💍 💰 ► ► LOOK! ► ► https://t.co/XZTi0G8mKO",0,"neutral"
"#Bestselling Amelia's Story! Over 1000 reviews Amazon USA.  #Memoirs #TrueStory
USA: https://t.co/BO8IY3VVji #Booklovers #Avidreaders",0,"neutral"
"@0LuxinTenebris0 @RoyalMail yeah it's a bit more complicated michael, it involves amazon too..",-1,"negative"
"Amazon and Apple offering relief funds and collecting donations. #TechTuesday #Texas https://t.co/zJT5UtkP4R",1,"positive"
"BOOK OF THE WEEK
Pinky Chenille and the Rainbow Hunters by Sharon Sayler
https://t.co/LBQfx0E6Px... https://t.co/sYQJJGEQgd",0,"neutral"
"Do you love The Soul of Enterprise? We’d love for you to review the book! https://t.co/oOyaYEfT05 https://t.co/Ho0REll4WI",2,"positive"
"My childen's ebook “White Bunny's Dreams”
https://t.co/2c1ZVzhdWb
https://t.co/RFbsdyDmvX
#kindlebooks #絵本 #kidlit",0,"neutral"
"#Nickrobinson next UK DVD release BEING CHARLIE Directed by #Robreiner #Common @ #Amazon https://t.co/nRAuDACMY9

https://t.co/Soe8mcP74N",0,"neutral"
"Anker Quick Charger 3.0 39W Dual USB #WallCharger - https://t.co/qdtJGx3pw6 

Original Price: $69.99 
Right Now:  $… https://t.co/42gMGn6NZn",0,"neutral"
"Managing OCD with CBT For Dummies by Katie d'Ath  https://t.co/jzqI0E8wGg",0,"neutral"
"""Trey is a true romantic &amp; he swept me off my feet as fast as he did Allison."" Trusting Trey… https://t.co/bRx6wQMrOj",3,"positive"
"""May was her closest friend and she had died, but appeared to be doing well on it.""
https://t.co/HqLolpoUt7
#Kindle #Ghost #Books",0,"neutral"
"You guys know how much I heart travel, this camera is ALWAYS packed in my bag: [affiliate] https://t.co/MkGBlh1lNM",0,"neutral"
"Here's a card from @GabbyBernstein 's #TheUniverseHasYourBack cards (out Sep 5th)! Pre-order your deck here:… https://t.co/INQjIrkS5O",0,"neutral"
"Leek Pandora D2757A (White) 100 Organic Seeds https://t.co/xPxrM2usmh",0,"neutral"
"Shareholders &amp; regulators green light Amazon's Whole Foods takeover - Retail Gazette https://t.co/A4sA67qL8j https://t.co/MxRMxVpooa",0,"neutral"
"5★ ""Kept me guessing and wondering what would happen next."" -Reader review 
https://t.co/GAvfD5OZaC #mysterylovers #cozy #amreading",0,"neutral"
"peek at the back of Gunshots &amp; Goalposts, now available from https://t.co/vpSm3sFLqy or https://t.co/BZMe6YCndz https://t.co/ptRwl7B5CN",1,"positive"
"Laugh and learn about an insidious genetic condition #hemochromatosis https://t.co/iqLSDWzYCB  #awareness https://t.co/t6tTslY9En",-1,"negative"
"@TheHorrorGuru @Count_Jackula So, uhhh... You guys should DEFINITELY do a vlog on @amazon's The Tick series. It's freaking FANTASTIC.",0,"neutral"
"Fujifilm Instax Mini 9 Instant Camera - Smokey White (16% OFF) https://t.co/MTOgxe7kb6 https://t.co/Irdz2rqwe5",0,"neutral"
"BUY NOW! The End of Alzheimer's: The First Program to Prevent and Reverse Cognitive Decline https://t.co/HF0unfsAak",-1,"negative"
"eriktessem : Quantum AI Big Data Cloud Advanced Training https://t.co/nHca3q9HWp Getting to Know ArcGIS Desktop : https://t.co/noIjVwt3Qi",0,"neutral"
"When college seems overwhelming, ""Community College Success"" offers a lifeline: https://t.co/U5BGKEff00",0,"neutral"
"Scarlett was raised at the Happy Moose bar by her dad. Etiquette is not her strong suit. 
https://t.co/GAvfD5OZaC… https://t.co/qbfGEsloEP",2,"positive"
"@ryantaylor__ Pre-order on Amazon. They'll send you the code. Then cancel pre order once you've activated",0,"neutral"
"Please take our Liverpool Graduate Survey to help students + win a £10 Amazon voucher https://t.co/ulhFqsqytG  #graduate #student #Liverpool",1,"positive"
"From #AwardWinning #WomensFiction author Jessica Dainty @daintywriterj3 THE SHAPE OF THE ATMOSPHERE - eBook &amp; Print https://t.co/vvfmqxB7bE",0,"neutral"
"""Brilliant from start to finish.Highly recommended"" US https://t.co/6ZmE2wUeeS  UK https://t.co/YGU0gGl9JV  https://t.co/TtpQNcdSva",2,"positive"
"Where is the line between truth and lie? https://t.co/tOALmXbHMB #asmsg #iartg #treason @TTMICHAEL9 https://t.co/w4Dlq6O8xT",-1,"negative"
"Can't get enough #meninkilts don't miss LAIRD OF DARKNESS by @ElizaKnight on sale now! #MacdougallLegacy @Barclay_PR https://t.co/cCFDHZCx5Q",-1,"negative"
"Wrestling with #shyness? Check out: ""Shyness: Overcoming Shyness and Unlocking Your Full Potential"" here:… https://t.co/UmDySZO5X9",0,"neutral"
"An American Werewolf in London.
https://t.co/VWjscHE1zx https://t.co/X0JcQZUZ2a",0,"neutral"
"@CW_Stagg It can be. Amazon has decent used copies sometimes.",1,"positive"
"'Just because you are a prostitute, it does not mean that you can't be savagely beaten or raped.'… https://t.co/vTMZwisEgv",-1,"negative"
"A grieving girl. A mysterious forest. An offer she couldn't refuse. #yalit #ilovebooks https://t.co/AhWnHjihZv",-3,"negative"
"New release: A Guide for Mature Men and the Women They Date - https://t.co/89zKWmQmof #over50 #IARTG",1,"positive"
"""Unputdownable….""
@Seb_Kirby SUGAR FOR SUGAR
https://t.co/pwvzs2JtCu 
PlsRT #KU #IARTG #ASMSG
https://t.co/IJ8pdbWmXg",0,"neutral"
"Just 3 more days to have your say! Complete for a chance to win a £50 Amazon voucher. https://t.co/i2zyKFOx27 https://t.co/uLRC8NecNn",1,"positive"
"Don't let the fear of failure stop you in your pursuit of success.

https://t.co/63H56vFF8n  #success https://t.co/jS3skl9ec7",-1,"negative"
"Medical Medium Thyroid Healing: The Truth behind Hashimoto's, Graves, Insomnia, Hypothyroidism. By Anthony William  https://t.co/HMKjTAGYg8",0,"neutral"
"Don't let your relationship get off course. Map it out with ""5 Night Plan"" by @RichSimmondsZA… https://t.co/2lcCqnlJHG",0,"neutral"
"#Witch versus #Vampire - The Forever Girl has been optioned for film! Read it first! #PNR https://t.co/3FWDrPGaqp https://t.co/8dRNXxsgkh",0,"neutral"
"The best selection of 420 friendly items : https://t.co/S1JIwvg8Vm",2,"positive"
"Ocado’s Alexa skill lets you call out your shopping list - With Amazon now a major player in the UK grocery mar... https://t.co/vzLKio7zNi",0,"neutral"
"❤Salaciously Sexy Historical #Romance Bundle❤
#Kindle #99Cents
https://t.co/NJbGh5X7oI
https://t.co/zeOIUOtKYP    
#Erotica #KindleUnlimited",1,"positive"
"Can the lovers ever be together? A Wintry Affair by Jamie Phillips #kindle https://t.co/05HWvgsf4E
 #ebooks #kindle… https://t.co/uvx8D9T3Kl",0,"neutral"
"@vikavolts He's actually been on my amazon wishlist for a couple years along with Simba, Robin Hood, Dug from UP, and Mr Peanutbutter",0,"neutral"
"Amazon slashes Wholefoods prices by up to 43% on first day - Amazon has cut prices on a range of products at it... https://t.co/uNlemRrZRr",0,"neutral"
"My Social Security Psy. Disability Claims book's Kindle edition is now $2.99 here: https://t.co/hFI8nZHjzS https://t.co/mUn3VJ8Wxi",0,"neutral"
"Follow @GiveawayChimp &amp; Enter to Win $50 Amazon Gift Card https://t.co/1a9yTgcDb0",1,"positive"
"Requiem for Innocence  ART-22SCHOOL    https://t.co/RQovSWDMer",0,"neutral"
"Do naps really do any good for me? https://t.co/tDB81CEjy3 https://t.co/9zbQ8iRBcm",1,"positive"
"'Best book I've read in ages!' - Kindle Book Review
Last FREE day https://t.co/RuxliDhl0G #bookgiveaway #kindlebooks",2,"positive"
"Sandy beach and roaring waves. Gentle breezes. The ideal book. Summer is complete. https://t.co/fICf3Qq2M8 #books… https://t.co/08FFeDdrHZ",2,"positive"
"✴Compassionate Touch ✴ Get the #kindle #ebook now: ▶ https://t.co/5XPS96pfMR #sponsors #NonFiction, #Massage,… https://t.co/B3It06VT5U",1,"positive"
"Crazy Sexy Juice by Kris Carr, a book with delicious recipes and helpful information to Supercharge Your health - https://t.co/ObFIEzyytf",2,"positive"
"Famous American Authors By State Water Color Fine Art Print. US Map Poster
Shop now here via... https://t.co/zE7GJzybhy",2,"positive"
"""Will they be able to put in some price cuts and still maintain their market share, their customer loyalty? Very,... https://t.co/WUaw1C3GMf",1,"positive"
"#Encryption
""A thought provoking thriller!"" 
https://t.co/fcUQf5nLoA
#murder #espionage #suspense",0,"neutral"
"Proper secret management in AWS! https://t.co/uoZX3Tngpn",1,"positive"
"🔥 #DEAL 🔥
-Executive Mesh Chair with Head &amp; Lumbar Support
https://t.co/eBXnqqyV8e
🔌-Only $82❗️52% Off❗️
🗣 7 Left!… https://t.co/gQGHFRzoJ1",1,"positive"
"Want to save money on a car? Check out these 5 tips. https://t.co/iIlmSx04Rp #adulted #military #fostercare https://t.co/HC4r94jjuk",0,"neutral"
"Few know that MS brings sudden changes in cognition and mood.  See how to help yourself: https://t.co/dNzplL54hY https://t.co/CmPO97SySu",0,"neutral"
"[Accessory] XGearlive Transparent Crystal Shield Snap-on Hard Shell Case for Apple iPad   https://t.co/yQdJH8JDOF  #ipad",0,"neutral"
"Hunter Hayes storyline just came on the Amazon prime music shuffle. Didn't pay the extra 5 for Apple Music",0,"neutral"
"In the #landofAI computers will be the clothes designers ""Amazon’s algorithm designs clothing by analyzing pictures"" https://t.co/ivaTXyH0er",0,"neutral"
"nude amazon girl nude prisoners https://t.co/Xrq2XymKxa",0,"neutral"
"Book - #Exhaustion: A History https://t.co/HKnz4Sb0q9 HT @ColumbiaUP #burnout #fatigue #ChronicFatigue https://t.co/O7KFfdJQMg",0,"neutral"
"Getting Tough Through  Tough Times: Never Give Up, Wake Up And Take Charge Of... https://t.co/9DNdqrZsOM via @amazon",2,"positive"
"★ ☆ ★ NEW RELEASE ★ ☆ ★

Demolished by Author Cathryn Fox 

Amazon ~ https://t.co/0ArgTqJOGc

#NewRelease #live",0,"neutral"
"#RT #YA #childrensbooks @VictoriaSimcox The Warble is a fantastic, enchanting tale. https://t.co/9qi5ExztgB https://t.co/YXjAnowRWY",2,"positive"
"Abandonment, the loss of a loved one, physical and sexual abuse and homelessness. Read this #memoir. @sonya124sonya… https://t.co/KlDJsWua6H",-1,"negative"
"Send us your proof of pre-order for #UltimateSacrifice and be in with the chance of winning these goodies! 😍… https://t.co/B8MrFoGMlD",1,"positive"
"An Effective and Efficient Way to Increase Student Learning https://t.co/DF27FgW9UA  #innovation #edpolicy… https://t.co/9zHSG8ucLa",2,"positive"
"All your favourite #Tarot cards and books are available from our on-line Amazon store https://t.co/A3OmkzKGB8",1,"positive"
"bts: *shares link to amazon for preorder of ""HER"" album*

armys: *buys amazon*",0,"neutral"
"BearFoot Dyna Red Dist
https://t.co/Wdg8aYTW4s
https://t.co/P0XEVjQuEl",0,"neutral"
"He thought he hated God and her. He thought wrong! A LITTLE PIECE OF HEAVEN https://t.co/O6b0ZHhOuk #Novel #readers #uplifting",-1,"negative"
"UK TV industry risks losing £1bn a year to Amazon, YouTube and Facebook | Media | The Guardian https://t.co/JJKIWcDGah",-2,"negative"
"THEIR KIDNAPPED BRIDE Listen to this steamy #menage! #audible https://t.co/CSzvjYTDTv https://t.co/JKgtdpZx9I",0,"neutral"
"Intrigue &amp; Suspsense in The Killing Game #Suspense #Thriller Series #IndieBooksBlast https://t.co/5xGNp3T6Aa https://t.co/xGqXPWxkem",0,"neutral"
"Awesome review @shazgoodwin! Ready for the next one? #ThehuntressSky 07.09.17 https://t.co/7STXOP78aD @SarahDriver10 https://t.co/eEF4P8evTK",2,"positive"
"Help me win a $100 Amazon Gift Card from littlecloud https://t.co/pKITilbE1y",1,"positive"
"Read a smple of Publish Promote Repeat! Create a promotional plan for your book! https://t.co/R9WotXMOkb",0,"neutral"
"Grateful [Explicit] #DJKhaled #Amazon #Giveaway #newmusic https://t.co/P7Qa27qZgF",1,"positive"
"Sign up to Buzzoole and earn up Amazon vouchers ---&gt; https://t.co/5GhuW9JEqD",0,"neutral"
"Shareholders are upset that Blue Apron didn’t disclose that Jeff Bezos could destroy its business https://t.co/dMRW8zL49W",-2,"negative"
"Planning a wedding is never easy-especially when the Russian Mafia wants you dead. https://t.co/rG0yWJhYjq https://t.co/fJvqQKMj3j",0,"neutral"
"Read a sample of Publish Promote Repeat! Create a promotional plan for your book! https://t.co/TBV01sTVca",0,"neutral"
"A Complete Part of Every #ACMilan Jersey. Get your #ChampionsLeague #Patch https://t.co/eW8DKBVBAa #weareacmilan #acmilan #forzamilan",0,"neutral"
"28 days until print publication. To pre-order the e-book: https://t.co/zI0PZFULSx. To read Chapter 1:… https://t.co/pqBzXXKG16",0,"neutral"
"RT ⭐ #ELEV8TINDIES #Mustread
UK #BESTSELLING RELIGIOUS #MYSTERY #THRILLER
🔖 https://t.co/ZOXyVnlgVj 
#FREE #KU… https://t.co/sRnhIQaA06",0,"neutral"
"Follow Mercy as she learns how to be a vampire, finds her place in her new clan, and evades hunters.
#Paranormal… https://t.co/AjVLusXS8R",1,"positive"
"""Unnerving the reader with what goes bump Inn the night.""
https://t.co/4jR7i0AU2J https://t.co/IvDmBZxcPF 😱😱 #bookboost #horror #cr4u #iartg",-2,"negative"
"30 pack of Fritos for $10.87!

https://t.co/HpHzoPcipM https://t.co/UGaJtNPMc1",0,"neutral"
"the sales on her on amazon are up by 215,600% is that even possible damn",-1,"negative"
